,domain,VT_scan,isNXDomain,perNumChars,VtoC,lenDomain,SymToChar,TLD,class
2462,dpokrrwdrvhiqh.ru,0,0,0,23,17,6,ru,1
2463,rlxwxamjwyofal.org,0,0,0,31,18,6,org,1
2464,fhylwicpdqpjaa.co.uk,0,0,0,38,20,11,uk,1
2465,trsxwqwfiwycvb.info,0,0,0,20,19,6,info,1
2466,hntmvymlooagmy.com,0,0,0,31,18,6,com,1
2467,vjdychcrtrhdol.net,0,0,0,13,18,6,net,1
2468,jfenbprxajihos.biz,0,0,0,42,18,6,biz,1
2469,xbxfbtmbogjire.ru,0,0,0,33,17,6,ru,1
2470,ylyfrcacukfuqt.org,0,0,0,31,18,6,org,1
2471,asiggkrnabrjry.co.uk,0,0,0,38,20,11,uk,1
2472,bdjgwsfogfnvab.info,0,0,0,29,19,6,info,1
2473,cydhfbcjlycgyw.com,0,0,0,6,18,6,com,1
2474,djehvjpkrdxsxf.net,0,0,0,13,18,6,net,1
2475,eqnikrhvwtkhrs.biz,0,0,0,21,18,6,biz,1
2476,fboibauwdxgtan.ru,0,0,0,60,17,6,ru,1
2477,iogoxyptqswsgwy.org,0,0,0,29,19,6,org,1
2478,vmbdwevihplogvy.co.uk,0,0,0,36,21,11,uk,1
2479,jnesljcjjmffiky.info,0,0,0,27,20,5,info,1
2480,wlyhkoixajtbyah.com,0,0,0,38,19,6,com,1
2481,kxkcktqnsepqgmc.net,0,0,0,12,19,6,net,1
2482,xvfqjywcjbemgsg.biz,0,0,0,12,19,6,biz,1
2483,lwigxeddlxxdpss.ru,0,0,0,21,18,6,ru,1
2484,yuduwjjrcumygpf.org,0,0,0,29,19,6,org,1
2485,mjqrykrjqenojel.co.uk,0,0,0,36,21,11,uk,1
2486,nvlncpvshyccrqt.info,0,0,0,12,20,5,info,1
2487,niovmueyjxvblgt.com,0,0,0,38,19,6,com,1
2488,oujrpaiiaskokgt.net,0,0,0,80,19,6,net,1
2489,osuflfsdspgmxah.biz,0,0,0,29,19,6,biz,1
2490,pfpbokwmjkuagtt.ru,0,0,0,31,18,6,ru,1
2491,prsjypfsljoyhug.org,0,0,0,20,19,6,org,1
2492,qenfcujccedmgck.co.uk,0,0,0,36,21,11,uk,1
2493,opgrliinvlnbsgj.info,0,0,0,36,20,5,info,1
2494,cnbgkqxinomojpi.com,0,0,0,38,19,6,com,1
2495,qlekcsujmuaalsa.net,0,0,0,64,19,6,net,1
2496,ejyybbkeexynloh.biz,0,0,0,38,19,6,biz,1
2497,qykfxdjhxwgyssd.ru,0,0,0,6,18,6,ru,1
2498,ewftwlycpafmjjg.org,0,0,0,20,19,6,org,1
2499,suixonvdogsxsed.co.uk,0,0,0,58,21,11,uk,1
2500,gsdmnvlxgjrlsho.info,0,0,0,19,20,5,info,1
2501,skqumtkrvwoosbi.com,0,0,0,38,19,6,com,1
2502,twlqpcxenxskrxp.net,0,0,0,12,19,6,net,1
2503,ugondewnmgbnlch.biz,0,0,0,29,19,6,biz,1
2504,vsjjgmkaehfjtig.ru,0,0,0,31,18,6,ru,1
2505,utuiyollxihmhtu.org,0,0,0,64,19,6,org,1
2506,vgpecwyxpjligxg.co.uk,0,0,0,27,21,11,uk,1
2507,wpsbpyxhortlhtd.info,0,0,0,19,20,5,info,1
2508,xcnwshltgsxhphg.com,0,0,0,6,19,6,com,1
2509,txfwsukooyavoet.net,0,0,0,64,19,6,net,1
2510,hvalraqdfvorodt.biz,0,0,0,38,19,6,biz,1
2511,uwdbglprfeyqxwr.ru,0,0,0,21,18,6,ru,1
2512,iuxpfqvgvbnmoma.org,0,0,0,38,19,6,org,1
2513,xnjpxpnjufnbvvp.co.uk,0,0,0,19,21,11,uk,1
2514,lleewutxlccwvct.info,0,0,0,36,20,5,info,1
2515,ymhtlgsmlkmvxpe.com,0,0,0,12,19,6,com,1
2516,mkciklybchbromq.net,0,0,0,20,19,6,net,1
2517,xspatgmeokqrrry.biz,0,0,0,29,19,6,biz,1
2518,yfkvwlqnffffaeh.ru,0,0,0,21,18,6,ru,1
2519,yrnehwrhfppmbyf.org,0,0,0,12,19,6,org,1
2520,aeiakcvqvkeaayf.co.uk,0,0,0,90,21,11,uk,1
2521,citsybpyuqewndc.info,0,0,0,36,20,5,info,1
2522,duoocgtillskvwo.com,0,0,0,50,19,6,com,1
2523,dhrwmruclvdrply.net,0,0,0,12,19,6,net,1
2524,etmspwylcqrfosd.biz,0,0,0,20,19,6,biz,1
2525,ayfagedftphodbu.ru,0,0,0,55,18,6,ru,1
2526,nwaofmsalsgctkt.org,0,0,0,29,19,6,org,1
2527,cudswuiuiodfdsj.co.uk,0,0,0,73,21,11,uk,1
2528,psxhvdxparcsdoq.info,0,0,0,27,20,5,info,1
2529,eojslygaavutkph.com,0,0,0,50,19,6,com,1
2530,rmehkhvurythbgk.net,0,0,0,20,19,6,net,1
2531,gkhlcplpouqkdof.biz,0,0,0,29,19,6,biz,1
2532,ticabxbkgxpxdrq.ru,0,0,0,21,18,6,ru,1
2533,etpdhpfjtbicdcm.org,0,0,0,20,19,6,org,1
2534,fgkykxsvlcmxcyt.co.uk,0,0,0,12,21,11,uk,1
2535,gpnvxgkyiaesdij.info,0,0,0,46,20,5,info,1
2536,hcirboxlabioloi.com,0,0,0,80,19,6,com,1
2537,ijtvmkieahvhykg.net,0,0,0,38,19,6,net,1
2538,jvorpsvqriadxor.biz,0,0,0,38,19,6,biz,1
2539,kfrodbntogrxrxm.ru,0,0,0,21,18,6,ru,1
2540,lrmkgjbgghvtalp.org,0,0,0,12,19,6,org,1
2541,xsxpabtnrifstli.co.uk,0,0,0,36,21,11,uk,1
2542,loycfgacfkbktrm.info,0,0,0,27,20,5,info,1
2543,yrvtnlgdkcnfvyi.com,0,0,0,12,19,6,com,1
2544,mnwgsqmrxejwmvu.net,0,0,0,20,19,6,net,1
2545,accdmiliadfpiip.biz,0,0,0,64,19,6,biz,1
2546,nxdprnrwnfbhihp.ru,0,0,0,13,18,6,ru,1
2547,bbahasxxswncrog.org,0,0,0,29,19,6,org,1
2548,owbtfxemgyjtieo.co.uk,0,0,0,58,21,11,uk,1
2549,gaiyimafaejdlgj.info,0,0,0,73,20,5,info,1
2550,hkjwfreonjxqtav.com,0,0,0,29,19,6,com,1
2551,hygdvwmusxrpnir.net,0,0,0,20,19,6,net,1
2552,ijhbscqegdgdmpv.biz,0,0,0,20,19,6,biz,1
2553,ijmmutraiyjaljj.ru,0,0,0,55,18,6,ru,1
2554,jtnkryvjvexntvr.org,0,0,0,12,19,6,org,1
2555,jikqieepbsrmuei.co.uk,0,0,0,90,21,11,uk,1
2556,kslofjiyoxgatei.info,0,0,0,73,20,5,info,1
2557,etxsnkmhdtiygir.com,0,0,0,29,19,6,com,1
2558,rpyfssccfqpmwyu.net,0,0,0,12,19,6,net,1
2559,gpvleuydtduxyui.biz,0,0,0,50,19,6,biz,1
2560,tlwxjdoxvaclyxt.ru,0,0,0,21,18,6,ru,1
2561,gdcgarecloivucp.org,0,0,0,50,19,6,org,1
2562,tydsfatwnlpjllo.co.uk,0,0,0,27,21,11,uk,1
2563,iyayqcqxcxuuunp.info,0,0,0,58,20,5,info,1
2564,vublvkgseuciujw.com,0,0,0,50,19,6,com,1
2565,mbicvvsnlpxfupc.net,0,0,0,20,19,6,net,1
2566,nljaseganpbwttn.biz,0,0,0,29,19,6,biz,1
2567,owgumgfjcykenqb.ru,0,0,0,31,18,6,ru,1
2568,phhsjosveynvvee.org,0,0,0,38,19,6,org,1
2569,okmpidkitkxcups.co.uk,0,0,0,46,21,11,uk,1
2570,punnflxuvkbttma.info,0,0,0,36,20,5,info,1
2571,qgkiynwektkbupb.com,0,0,0,29,19,6,com,1
2572,rqlgvvkqmtnsdva.net,0,0,0,12,19,6,net,1
2573,jcwxuwqcpspqwtb.biz,0,0,0,12,19,6,biz,1
2574,wxxkacwqduliwaf.ru,0,0,0,42,18,6,ru,1
2575,kbucinvfgxolgmy.org,0,0,0,29,19,6,org,1
2576,xwvonscttakdwjl.co.uk,0,0,0,27,21,11,uk,1
2577,nrbqaegkcavwssb.info,0,0,0,36,20,5,info,1
2578,bncdfjmypcrosrb.com,0,0,0,12,19,6,com,1
2579,oqyunulnsfurump.net,0,0,0,50,19,6,net,1
2580,cmahsarcghqjlcx.biz,0,0,0,20,19,6,biz,1
2581,rjhhdiwtxotbouu.ru,0,0,0,55,18,6,ru,1
2582,stifanbdltiowoh.org,0,0,0,50,19,6,org,1
2583,siflqycwotsvxcb.co.uk,0,0,0,27,21,11,uk,1
2584,tsgjneggcyhjwjf.info,0,0,0,19,20,5,info,1
2585,vylaipmckvahvnc.com,0,0,0,29,19,6,com,1
2586,wjmxfuqlxboueak.net,0,0,0,50,19,6,net,1
2587,wxjevgrfbbycxvy.biz,0,0,0,12,19,6,biz,1
2588,xikcslvoognpwvy.ru,0,0,0,31,18,6,ru,1
2589,pdwbigjsbcjhleb.org,0,0,0,20,19,6,org,1
2590,dyxnnoyndyqucue.co.uk,0,0,0,46,21,11,uk,1
2591,ryutywoipbfxlvp.info,0,0,0,36,20,5,info,1
2592,fuvgefedrxmllyb.com,0,0,0,29,19,6,com,1
2593,tsbtnnybnjpnhar.net,0,0,0,12,19,6,net,1
2594,hocgsvovpgwbxjq.biz,0,0,0,20,19,6,biz,1
2595,voymeeeqcileayp.ru,0,0,0,89,18,6,ru,1
2596,jkayjmtlefsrauw.org,0,0,0,38,19,6,org,1
2597,xkhkqrpyjxynare.co.uk,0,0,0,27,21,11,uk,1
2598,yuiinadllxcfyvp.info,0,0,0,46,20,5,info,1
2599,agfdhiuoxwueaxb.com,0,0,0,80,19,6,com,1
2600,bqgbeqibawxvile.net,0,0,0,50,19,6,net,1
2601,caldvyfhvffthhc.biz,0,0,0,12,19,6,biz,1
2602,dkmbshstxfilgej.ru,0,0,0,21,18,6,ru,1
2603,evjvmpkwkebkaui.org,0,0,0,50,19,6,org,1
2604,fgktjxxjmeecibh.co.uk,0,0,0,36,21,11,uk,1
2605,caxpwjiayxojqgt.info,0,0,0,46,20,5,info,1
2606,pxsgpoodlauvqtc.com,0,0,0,38,19,6,com,1
2607,duipjtupxervsic.net,0,0,0,50,19,6,net,1
2608,qsdgcybskgxijjc.biz,0,0,0,12,19,6,biz,1
2609,ejcdjejtbjhhqvw.ru,0,0,0,21,18,6,ru,1
2610,rhwtcjpwnlntqqj.org,0,0,0,6,19,6,org,1
2611,femdvovjapktaqv.co.uk,0,0,0,46,21,11,uk,1
2612,schtotcmmrqgqya.info,0,0,0,27,20,5,info,1
2613,guisxtrrtyqdqcm.com,0,0,0,20,19,6,com,1
2614,hhdquyvmgpalyam.net,0,0,0,29,19,6,net,1
2615,hpsskeehsftpspm.biz,0,0,0,20,19,6,biz,1
2616,icnqhjicfvdxreu.ru,0,0,0,42,18,6,ru,1
2617,iemgkoslvkjbfxi.org,0,0,0,38,19,6,org,1
2618,jqhehtwgibsjndm.co.uk,0,0,0,27,21,11,uk,1
2619,jywgwyfbuqmnoey.info,0,0,0,36,20,5,info,1
2620,klretejvhhvvnal.com,0,0,0,29,19,6,com,1
2621,qlacsksmjsynxwg.net,0,0,0,12,19,6,net,1
2622,ejuslsisfaqvoun.biz,0,0,0,64,19,6,biz,1
2623,sdkykufiglamqxf.ru,0,0,0,31,18,6,ru,1
2624,gbfpdduocsruqfe.org,0,0,0,38,19,6,org,1
2625,suepfftglerlxja.co.uk,0,0,0,46,21,11,uk,1
2626,gsygxnjmhljtool.info,0,0,0,27,20,5,info,1
2627,umomwpgciwskxji.com,0,0,0,38,19,6,com,1
2628,ikjdpxvieeksxxl.net,0,0,0,38,19,6,net,1
2629,ugkftucpetmdbgp.biz,0,0,0,29,19,6,biz,1
2630,vsfdqdpqapkpaoo.ru,0,0,0,42,18,6,ru,1
2631,wxuclfolbmnctsg.org,0,0,0,20,19,6,org,1
2632,xkpaincmwilocnn.co.uk,0,0,0,46,21,11,uk,1
2633,wposgpdjgffbpyc.info,0,0,0,19,20,5,info,1
2634,xcjqdxqkcbdnoof.com,0,0,0,20,19,6,com,1
2635,yhypxapfdxgapkc.net,0,0,0,20,19,6,net,1
2636,attnuidgytemxmn.biz,0,0,0,38,19,6,biz,1
2637,njwxrfdukqeiyoc.ru,0,0,0,42,18,6,ru,1
2638,bhrokkjxwskuyck.org,0,0,0,20,19,6,org,1
2639,oehxevixgjylivi.co.uk,0,0,0,73,21,11,uk,1
2640,cccowbobslfxywi.info,0,0,0,36,20,5,info,1
2641,rybqwagpqwrnggx.com,0,0,0,12,19,6,com,1
2642,fwvhpfmsdyxagbk.net,0,0,0,12,19,6,net,1
2643,stlqjqlsmpmqiou.biz,0,0,0,29,19,6,biz,1
2644,grghcvrvyrsdywy.ru,0,0,0,6,18,6,ru,1
2645,rehbspmmfrgcyqn.org,0,0,0,12,19,6,org,1
2646,sqcypuqhripkhon.co.uk,0,0,0,36,21,11,uk,1
2647,syrbfgrpbkbfijl.info,0,0,0,19,20,5,info,1
2648,tlmyclvknbknhxt.com,0,0,0,6,19,6,com,1
2649,vtltxkphlxthucq.net,0,0,0,12,19,6,net,1
2650,wggruptcxodpdhu.biz,0,0,0,29,19,6,biz,1
2651,wovtkbukhqokwvf.ru,0,0,0,31,18,6,ru,1
2652,xbqrhgyfthxsvrr.org,0,0,0,6,19,6,org,1
2653,cuykngneungfiqp.co.uk,0,0,0,46,21,11,uk,1
2654,pstbgodkquxnyow.info,0,0,0,36,20,5,info,1
2655,emjhfwstoopniwm.com,0,0,0,38,19,6,com,1
2656,rkexxfiakvhviel.net,0,0,0,50,19,6,net,1
2657,gkddsbqybttkpfc.biz,0,0,0,6,19,6,biz,1
2658,tixtljgfwblsgkn.ru,0,0,0,13,18,6,ru,1
2659,icnakrvouudsisi.org,0,0,0,80,19,6,org,1
2660,vaiqdaluqcubihl.co.uk,0,0,0,73,21,11,uk,1
2661,gpjnoqwhpotulgr.info,0,0,0,36,20,5,info,1
2662,hcellykilkrhkoq.com,0,0,0,29,19,6,com,1
2663,ihtkghcwjpddlxg.net,0,0,0,12,19,6,net,1
2664,jtoidppxflbptsn.biz,0,0,0,20,19,6,biz,1
2665,kfngtlacvuhahol.ru,0,0,0,42,18,6,ru,1
2666,lrieqtndrqfmgeo.org,0,0,0,38,19,6,org,1
2667,mwxdlcfrpvqianj.co.uk,0,0,0,27,21,11,uk,1
2668,njsbiksslrouipu.info,0,0,0,58,20,5,info,1
2669,repqylqhafiyvsh.com,0,0,0,29,19,6,com,1
2670,faqfxqwkjdylvnt.net,0,0,0,12,19,6,net,1
2671,syaqlvdwylllxup.biz,0,0,0,20,19,6,biz,1
2672,gubfkbjaijcxodt.ru,0,0,0,42,18,6,ru,1
2673,tntelsiciaivkpo.org,0,0,0,64,19,6,org,1
2674,hjuskxofrxyikdw.co.uk,0,0,0,36,21,11,uk,1
2675,uieexdurhglitkn.info,0,0,0,73,20,5,info,1
2676,iefswibuqecukln.com,0,0,0,64,19,6,com,1
2677,alaahvvadhblkco.net,0,0,0,50,19,6,net,1
2678,bvbaxbaumrhpshs.biz,0,0,0,29,19,6,biz,1
2679,bgkatgipcnexmpo.ru,0,0,0,42,18,6,ru,1
2680,cqlaklmklxkcllb.org,0,0,0,12,19,6,org,1
2681,cuentdnulcbikfo.co.uk,0,0,0,58,21,11,uk,1
2682,dffnkirpumhmsdo.info,0,0,0,36,20,5,info,1
2683,dpongnakkieutlf.com,0,0,0,50,19,6,com,1
2684,eapnwseftskysan.net,0,0,0,38,19,6,net,1
2685,gprdumbtqsgfdwa.biz,0,0,0,20,19,6,biz,1
2686,tlsrtuqawkhjtcl.ru,0,0,0,21,18,6,ru,1
2687,ihcamwnpnlhevxy.org,0,0,0,29,19,6,org,1
2688,vddolfdvtdiivmc.co.uk,0,0,0,36,21,11,uk,1
2689,iyvqhtsoyngcrqx.info,0,0,0,27,20,5,info,1
2690,vuwfgciuffhgiof.com,0,0,0,50,19,6,com,1
2691,kqgnyefkvghbrqg.net,0,0,0,12,19,6,net,1
2692,xmhcxmuqcxifrxf.biz,0,0,0,20,19,6,biz,1
2693,owcmdwgxtujjusu.ru,0,0,0,42,18,6,ru,1
2694,phdmtftyayfvtix.org,0,0,0,20,19,6,org,1
2695,qomjuhstqnkinfl.co.uk,0,0,0,36,21,11,uk,1
2696,rynjlpguwrguvhw.info,0,0,0,27,20,5,info,1
2697,qggapexscpjgusl.com,0,0,0,29,19,6,com,1
2698,rqhagmltitfstbk.net,0,0,0,20,19,6,net,1
2699,sxqwhokoyikfuel.biz,0,0,0,50,19,6,biz,1
2700,tirwxwxpfmgrdys.ru,0,0,0,13,18,6,ru,1
2701,dnoythnvlcfsycn.org,0,0,0,12,19,6,org,1
2702,qjpnsmtyuavfywa.co.uk,0,0,0,36,21,11,uk,1
2703,eiyygxsyhuavijt.info,0,0,0,58,20,5,info,1
2704,reanfdycqsqiyrx.com,0,0,0,29,19,6,com,1
2705,hdsryodexjlyubn.net,0,0,0,29,19,6,net,1
2706,uytgxtjhhhcluov.biz,0,0,0,29,19,6,biz,1
2707,ixdrlfihtcgcwjk.ru,0,0,0,21,18,6,ru,1
2708,vtegkkokdawonkk.org,0,0,0,38,19,6,org,1
2709,luyicrsooexfnrn.co.uk,0,0,0,58,21,11,uk,1
2710,mfaiswwjxoejvwr.info,0,0,0,46,20,5,info,1
2711,mpjioixrkwsiwkl.com,0,0,0,38,19,6,com,1
2712,nakifncmthymvgx.net,0,0,0,20,19,6,net,1
2713,pkdbhyiwbleluku.biz,0,0,0,38,19,6,biz,1
2714,quebxemrkvkpdiu.ru,0,0,0,55,18,6,ru,1
2715,qfnbtpnaweyowej.org,0,0,0,38,19,6,org,1
2716,rpobkurugofsvsr.co.uk,0,0,0,46,21,11,uk,1
2717,ryqlpixfcrurirh.info,0,0,0,36,20,5,info,1
2718,furaoqnlijvvyws.com,0,0,0,38,19,6,com,1
2719,tqbihyduvseaixe.net,0,0,0,64,19,6,net,1
2720,hmcwghsbckfeimh.biz,0,0,0,20,19,6,biz,1
2721,voueupnnoybxenx.ru,0,0,0,70,18,6,ru,1
2722,jkvstxdtuqcculf.org,0,0,0,20,19,6,org,1
2723,xgfbmgsdiakgwbe.co.uk,0,0,0,36,21,11,uk,1
2724,lcgploijorlkwid.info,0,0,0,46,20,5,info,1
2725,agbuxsdjftxvatu.com,0,0,0,38,19,6,com,1
2726,bqcuobqklxtiyjx.net,0,0,0,29,19,6,net,1
2727,cxlrpjiyyuhealj.biz,0,0,0,38,19,6,biz,1
2728,dimrgrvafydqinu.ru,0,0,0,42,18,6,ru,1
2729,evfndasrrbechjs.org,0,0,0,29,19,6,org,1
2730,fggntigsxfaogrr.co.uk,0,0,0,36,21,11,uk,1
2731,gnpkuqxhlcnkaiq.info,0,0,0,36,20,5,info,1
2732,hxqklylirgjwidx.com,0,0,0,20,19,6,com,1
2733,pyfvpwpqmdxn.net,0,0,0,7,16,7,net,1
2734,dwallccxdtih.biz,0,0,0,25,16,7,biz,1
2735,qxdeqhcdnkek.ru,0,0,0,27,15,7,ru,1
2736,evxtmmokeboe.org,0,0,0,67,16,7,org,1
2737,rqkrcrsekwvq.co.uk,0,0,0,23,18,12,uk,1
2738,fofhxwflbngk.info,0,0,0,23,17,6,info,1
2739,spiadcfqlecn.com,0,0,0,36,16,7,com,1
2740,gndpyhrxcumh.net,0,0,0,15,16,7,net,1
2741,tdnioirgljma.biz,0,0,0,50,16,7,biz,1
2742,upiduncickml.ru,0,0,0,56,15,7,ru,1
2743,uclqpsesmqsw.org,0,0,0,25,16,7,org,1
2744,voglvxoudrsi.co.uk,0,0,0,60,18,12,uk,1
2745,vusebdutjdkd.info,0,0,0,45,17,6,info,1
2746,whnyhifvaeko.com,0,0,0,50,16,7,com,1
2747,wtqmcnhgkkqa.net,0,0,0,15,16,7,net,1
2748,xglhisriblql.biz,0,0,0,25,16,7,biz,1
2749,vafydegiyocl.ru,0,0,0,56,15,7,ru,1
2750,jxaoymcvqlqw.org,0,0,0,25,16,7,org,1
2751,xvdvhoshxird.co.uk,0,0,0,33,18,12,uk,1
2752,ltxldwoupfgo.info,0,0,0,45,17,6,info,1
2753,xrkupyjvwiao.com,0,0,0,50,16,7,com,1
2754,lpfklhfjofoa.net,0,0,0,36,16,7,net,1
2755,anirtjvuvcpg.biz,0,0,0,36,16,7,biz,1
2756,nldhprrinyer.ru,0,0,0,27,15,7,ru,1
2757,aenlcpimxuup.org,0,0,0,67,16,7,org,1
2758,bqigixcrpcqj.co.uk,0,0,0,33,18,12,uk,1
2759,caligaulwokh.info,0,0,0,78,17,6,info,1
2760,dmgdmioqovgb.com,0,0,0,36,16,7,com,1
2761,cvshoklavoss.net,0,0,0,36,16,7,net,1
2762,dincusffnvom.biz,0,0,0,36,16,7,biz,1
2763,erqesuxyuiik.ru,0,0,0,100,15,7,ru,1
2764,felyydrempee.org,0,0,0,50,16,7,org,1
2765,kyciexavuqhx.co.uk,0,0,0,60,18,12,uk,1
2766,xwwxadmdlhrr.info,0,0,0,23,17,6,info,1
2767,lxaqfofcdpfl.com,0,0,0,25,16,7,com,1
2768,yvugbtrjtgpf.net,0,0,0,15,16,7,net,1
2769,owhchsbwwfdr.biz,0,0,0,15,16,7,biz,1
2770,cucrdxnenvnl.ru,0,0,0,27,15,7,ru,1
2771,pvfkijgdfebf.org,0,0,0,25,16,7,org,1
2772,dtaaeoskvuly.co.uk,0,0,0,78,18,12,uk,1
2773,odkudjcltwvk.info,0,0,0,33,17,6,info,1
2774,ppfpjomnkxvv.com,0,0,0,15,16,7,com,1
2775,pcideahrcvtx.net,0,0,0,36,16,7,net,1
2776,qodxkfrtswtj.biz,0,0,0,15,16,7,biz,1
2777,sbpogedmvlre.ru,0,0,0,40,15,7,ru,1
2778,tnkjmjnommrp.org,0,0,0,15,16,7,org,1
2779,tanwhuisekpr.co.uk,0,0,0,60,18,12,uk,1
2780,umirnasuulpd.info,0,0,0,78,17,6,info,1
2781,qaclrfqqhedk.com,0,0,0,25,16,7,com,1
2782,exwbnnmeybrv.net,0,0,0,25,16,7,net,1
2783,svaivvvdnlbl.biz,0,0,0,25,16,7,biz,1
2784,gtuxrerqfipw.ru,0,0,0,40,15,7,ru,1
2785,uxhfuarrjsye.org,0,0,0,50,16,7,org,1
2786,ivcuqinfbpnp.co.uk,0,0,0,45,18,12,uk,1
2787,wtfcyqwepawf.info,0,0,0,33,17,6,info,1
2788,kraruysrhwlq.com,0,0,0,25,16,7,com,1
2789,uekxqqsugkvo.net,0,0,0,50,16,7,net,1
2790,vqfswymaxrri.biz,0,0,0,25,16,7,biz,1
2791,waiuuhxhmrtp.ru,0,0,0,56,15,7,ru,1
2792,xmdpbprmeypj.org,0,0,0,15,16,7,org,1
2793,ycprtltviyri.co.uk,0,0,0,33,18,12,uk,1
2794,aokmatnbagnc.info,0,0,0,60,17,6,info,1
2795,bxnoxcyiogpj.com,0,0,0,36,16,7,com,1
2796,ckijeksngnld.net,0,0,0,25,16,7,net,1
2797,mvsfcwonmele.biz,0,0,0,36,16,7,biz,1
2798,artqkcbuanix.ru,0,0,0,56,15,7,ru,1
2799,nuqndhbanlrb.org,0,0,0,25,16,7,org,1
2800,bqrylmnhbuou.co.uk,0,0,0,45,18,12,uk,1
2801,onxboeeovwqg.info,0,0,0,78,17,6,info,1
2802,cjymwjqvjgna.com,0,0,0,15,16,7,com,1
2803,pmvjpoqbwewd.net,0,0,0,25,16,7,net,1
2804,diwuxtdikntw.biz,0,0,0,36,16,7,biz,1
2805,umbfmiuftigx.ru,0,0,0,56,15,7,ru,1
2806,vwcegnfhhgmn.org,0,0,0,15,16,7,org,1
2807,vlynnshrupmu.co.uk,0,0,0,33,18,12,uk,1
2808,wvamhxrtinsk.info,0,0,0,33,17,6,info,1
2809,wegbypkgdbla.com,0,0,0,25,16,7,com,1
2810,xohasuuiqyrp.net,0,0,0,67,16,7,net,1
2811,xdejaawseirw.biz,0,0,0,67,16,7,biz,1
2812,ynfitfhurgxm.ru,0,0,0,27,15,7,ru,1
2813,swsipefffiva.org,0,0,0,50,16,7,org,1
2814,gsttxmbshmkp.co.uk,0,0,0,14,18,12,uk,1
2815,usqftoreeclr.info,0,0,0,60,17,6,info,1
2816,iorqcwnrggah.com,0,0,0,36,16,7,com,1
2817,uoxeclugobbc.net,0,0,0,67,16,7,net,1
2818,ikypktqtqfpr.biz,0,0,0,15,16,7,biz,1
2819,wkvbgvhfnuqt.ru,0,0,0,17,15,7,ru,1
2820,kgwmoedspyfj.org,0,0,0,25,16,7,org,1
2821,bnbiapllmmip.co.uk,0,0,0,45,18,12,uk,1
2822,cxchtxfqofwj.info,0,0,0,23,17,6,info,1
2823,djyfeaxklgxh.com,0,0,0,25,16,7,com,1
2824,etaexirpnymb.net,0,0,0,50,16,7,net,1
2825,dfgemwbmvfnr.biz,0,0,0,15,16,7,biz,1
2826,ephdgfurxxcl.ru,0,0,0,27,15,7,ru,1
2827,fbebqhnluydj.org,0,0,0,25,16,7,org,1
2828,glfakphqwrrd.co.uk,0,0,0,23,18,12,uk,1
2829,hvprqxwyuvcr.info,0,0,0,23,17,6,info,1
2830,urqdydjgifyl.com,0,0,0,25,16,7,com,1
2831,iunarocfduaf.net,0,0,0,88,16,7,net,1
2832,vqolatomqewy.biz,0,0,0,50,16,7,biz,1
2833,ltultfobibqm.ru,0,0,0,40,15,7,ru,1
2834,ypvwckbivkng.org,0,0,0,15,16,7,org,1
2835,msstuvthqaoa.co.uk,0,0,0,60,18,12,uk,1
2836,aotfdbgoejlt.info,0,0,0,60,17,6,info,1
2837,pmxrbjdqcawl.com,0,0,0,15,16,7,com,1
2838,qwyquonspxdb.net,0,0,0,25,16,7,net,1
2839,qlvacaiwkyuy.biz,0,0,0,50,16,7,biz,1
2840,rvwyvfsyxwbo.ru,0,0,0,17,15,7,ru,1
2841,tkdlequspflg.org,0,0,0,25,16,7,org,1
2842,uuekxvfuddrv.co.uk,0,0,0,60,18,12,uk,1
2843,ujbtfhayxejt.info,0,0,0,45,17,6,info,1
2844,vtcsymkblcpj.com,0,0,0,7,16,7,com,1
2845,nwpuefntncec.net,0,0,0,36,16,7,net,1
2846,bsqgmnjhpgsr.biz,0,0,0,7,16,7,biz,1
2847,psnrivsgtjcd.ru,0,0,0,17,15,7,ru,1
2848,doodqeotvnqs.org,0,0,0,50,16,7,org,1
2849,ruuohmfvbhsw.co.uk,0,0,0,45,18,12,uk,1
2850,fqvapubjdlhm.info,0,0,0,33,17,6,info,1
2851,tqslldkihoqx.com,0,0,0,25,16,7,com,1
2852,hmtwtlgvjsfn.net,0,0,0,7,16,7,net,1
2853,vnxuoqtaugqr.biz,0,0,0,50,16,7,biz,1
2854,wxytiynfwyfl.ru,0,0,0,17,15,7,ru,1
2855,xjvrshymbnos.org,0,0,0,15,16,7,org,1
2856,ytwqmpsrdgdm.co.uk,0,0,0,14,18,12,uk,1
2857,aldorxlcilfm.info,0,0,0,45,17,6,info,1
2858,bvenlgfhketg.com,0,0,0,25,16,7,com,1
2859,chblvoqoosdn.net,0,0,0,36,16,7,net,1
2860,drckpwktqlrh.biz,0,0,0,7,16,7,biz,1
2861,jkwwohaxwicq.ru,0,0,0,40,15,7,ru,1
2862,wiroemmtjuab.org,0,0,0,67,16,7,org,1
2863,kfhbormkeyiv.co.uk,0,0,0,45,18,12,uk,1
2864,xdcsewygqlgg.info,0,0,0,23,17,6,info,1
2865,lccsbcdlucat.com,0,0,0,25,16,7,com,1
2866,yawkqhphhoxe.net,0,0,0,36,16,7,net,1
2867,mwmwbmpxcsgy.biz,0,0,0,7,16,7,biz,1
2868,auhoqrctofej.ru,0,0,0,75,15,7,ru,1
2869,nofjnrjpmhxb.org,0,0,0,15,16,7,org,1
