,domain,VT_scan,isNXDomain,perNumChars,VtoC,lenDomain,SymToChar,TLD,class
3287,geepcrvcotxpou.ru,0,0,0,60,17,6,ru,1
3288,trfphwgqcechnj.org,0,0,0,13,18,6,org,1
3289,jwlbgcbrolbqdw.co.uk,0,0,0,20,20,11,uk,1
3290,wkmblhlgcvfilc.info,0,0,0,20,19,6,info,1
3291,kvjlhmnepbhrkd.com,0,0,0,13,18,6,com,1
3292,xjklmrxsdlljjy.net,0,0,0,6,18,6,net,1
3293,nmqocwnhsihyob.biz,0,0,0,31,18,6,biz,1
3294,ooraycaqgfnmoo.ru,0,0,0,78,17,6,ru,1
3295,oloydhattxnaod.org,0,0,0,55,18,6,org,1
3296,pnpkammdhutnfe.co.uk,0,0,0,38,20,11,uk,1
3297,revkhrfjtpqbow.info,0,0,0,29,19,6,info,1
3298,sgwvewrshmwoor.com,0,0,0,31,18,6,com,1
3299,sdtuicrvufwcvr.net,0,0,0,31,18,6,net,1
3300,tfugfheficdpma.biz,0,0,0,42,18,6,biz,1
3301,lykkvoaggvfmvr.ru,0,0,0,23,17,6,ru,1
3302,ymlkbwtbibuaua.org,0,0,0,55,18,6,org,1
3303,nuifaymffxuame.co.uk,0,0,0,80,20,11,uk,1
3304,bijffhgahdknuy.info,0,0,0,38,19,6,info,1
3305,pqpgbjrihdooke.com,0,0,0,42,18,6,com,1
3306,deqggrldjiecjt.net,0,0,0,31,18,6,net,1
3307,rmnbftehgfecip.biz,0,0,0,31,18,6,biz,1
3308,faobkcxciktpqr.ru,0,0,0,33,17,6,ru,1
3309,tgutweemlagssx.org,0,0,0,42,18,6,org,1
3310,uivftmaynrbkjv.co.uk,0,0,0,38,20,11,uk,1
3311,vcsoboqlkcvgjy.info,0,0,0,29,19,6,info,1
3312,wetaxwmxmtqxjg.com,0,0,0,21,18,6,com,1
3313,xxapcyvomhpusq.net,0,0,0,31,18,6,net,1
3314,yabbyhrboykmjv.biz,0,0,0,21,18,6,biz,1
3315,atxkgjinljfiqq.ru,0,0,0,33,17,6,ru,1
3316,bvyvdreanbaaqf.org,0,0,0,42,18,6,org,1
3317,cfgrgbkefxmppc.co.uk,0,0,0,20,20,11,uk,1
3318,pshrlgussiqhxa.info,0,0,0,38,19,6,info,1
3319,deechrpknfvhwu.com,0,0,0,31,18,6,com,1
3320,qrfcmwaybpayvj.net,0,0,0,21,18,6,net,1
3321,edllsvafcslklt.biz,0,0,0,21,18,6,biz,1
3322,rqmlxbktpdpcty.ru,0,0,0,7,17,6,ru,1
3323,fcjvtmflkaucln.org,0,0,0,21,18,6,org,1
3324,spkvyrpaxkytkj.co.uk,0,0,0,20,20,11,uk,1
3325,kmqbhqovkccapc.info,0,0,0,29,19,6,info,1
3326,lormevbfxyinpp.com,0,0,0,31,18,6,com,1
3327,llolihtcsjlrwj.net,0,0,0,21,18,6,net,1
3328,mnpwfmglggrfnk.biz,0,0,0,6,18,6,biz,1
3329,mkvutlewhwbuwn.ru,0,0,0,33,17,6,ru,1
3330,nmwgqqqguthiwi.org,0,0,0,31,18,6,org,1
3331,njtfucjdpekmwv.co.uk,0,0,0,29,20,11,uk,1
3332,oluqrhvmdbqane.info,0,0,0,50,19,6,info,1
3333,iykwbibxxrdghy.com,0,0,0,21,18,6,com,1
3334,vmlwgqusawstgh.net,0,0,0,21,18,6,net,1
3335,kuirfygkehpdfq.biz,0,0,0,31,18,6,biz,1
3336,xijrkhafgmfqnl.ru,0,0,0,23,17,6,ru,1
3337,kwpqndqyumcbdn.org,0,0,0,13,18,6,org,1
3338,xkqqslktwrrocd.co.uk,0,0,0,20,20,11,uk,1
3339,msnlrtvlbcoxtm.info,0,0,0,20,19,6,info,1
3340,agolwcpgdhelco.com,0,0,0,42,18,6,com,1
3341,qgugcxfedvemel.net,0,0,0,42,18,6,net,1
3342,rivrygbqfnyeuj.biz,0,0,0,31,18,6,biz,1
3343,scsbgokqjlqjcr.ru,0,0,0,14,17,6,ru,1
3344,tetmdwgdldlbcy.org,0,0,0,13,18,6,org,1
3345,seaaosufaqdhlt.co.uk,0,0,0,80,20,11,uk,1
3346,tgbllbqrcixycy.info,0,0,0,20,19,6,info,1
3347,uaxusjarggpech.com,0,0,0,55,18,6,com,1
3348,vcygprveixkvcv.net,0,0,0,21,18,6,net,1
3349,jmghfdpjajxigi.biz,0,0,0,31,18,6,biz,1
3350,wcblxiammtvuoc.ru,0,0,0,45,17,6,ru,1
3351,khqjfncvhrejgk.org,0,0,0,13,18,6,org,1
3352,xwlnxsmytccvfr.co.uk,0,0,0,12,20,11,uk,1
3353,neldkkqkovxlgf.info,0,0,0,29,19,6,info,1
3354,btghdpbnbgvxor.com,0,0,0,13,18,6,com,1
3355,oyvfkudwveemna.net,0,0,0,55,18,6,net,1
3356,coqjdanaiocyma.biz,0,0,0,70,18,6,biz,1
3357,nhqkyrwbrsocod.ru,0,0,0,23,17,6,ru,1
3358,ollvvwjvebgkoj.org,0,0,0,31,18,6,org,1
3359,ocbmycjnybudoq.co.uk,0,0,0,38,20,11,uk,1
3360,pgvxvhviljmlfn.info,0,0,0,20,19,6,info,1
3361,ryvgeyxcgfofdg.com,0,0,0,21,18,6,com,1
3362,sdqrbekwsngndf.net,0,0,0,13,18,6,net,1
3363,stgiejkonnugkm.biz,0,0,0,42,18,6,biz,1
3364,txbtbowjavmobc.ru,0,0,0,33,17,6,ru,1
3365,xqmrtcosrhxfik.org,0,0,0,21,18,6,org,1
3366,lghvmkiynwhnho.co.uk,0,0,0,29,20,11,uk,1
3367,aiwuymbrwfwsyl.info,0,0,0,38,19,6,info,1
3368,nxryruuxsugbhy.com,0,0,0,31,18,6,com,1
3369,cirnyjptgtxiie.net,0,0,0,42,18,6,net,1
3370,pxmrrrjacjhqhb.biz,0,0,0,13,18,6,biz,1
3371,eacqetcslrwvge.ru,0,0,0,45,17,6,ru,1
3372,rpwuwcvyhhgeok.org,0,0,0,31,18,6,org,1
3373,clwunqvvjqauts.co.uk,0,0,0,38,20,11,uk,1
3374,dprgkyrwfeghkj.info,0,0,0,20,19,6,info,1
3375,edhxsbiuooyikf.com,0,0,0,70,18,6,com,1
3376,fhcjpjevkcfuki.net,0,0,0,31,18,6,net,1
3377,gdcqsxwwxdaxis.biz,0,0,0,21,18,6,biz,1
3378,hhwcpgsxtqgkyc.ru,0,0,0,7,17,6,ru,1
3379,iumtxijvdbylge.org,0,0,0,42,18,6,org,1
3380,jyhfuqfwyofxga.co.uk,0,0,0,38,20,11,uk,1
3381,gmgtkwoefxismd.info,0,0,0,38,19,6,info,1
3382,tcbxdcyhrigfuw.com,0,0,0,21,18,6,com,1
3383,hhqvkntksqtctk.net,0,0,0,6,18,6,net,1
3384,uwladsenfbrosr.biz,0,0,0,42,18,6,biz,1
3385,iklnwerrppqmtc.ru,0,0,0,23,17,6,ru,1
3386,vagrpjcucaoyco.org,0,0,0,55,18,6,org,1
3387,jfvpwuwxdicvtk.co.uk,0,0,0,29,20,11,uk,1
3388,wuqtpahbpsaisk.info,0,0,0,50,19,6,info,1
3389,khqwelvvwhymue.com,0,0,0,31,18,6,com,1
3390,lllibqiqjpquuk.net,0,0,0,42,18,6,net,1
3391,lcbyecbckakvcw.biz,0,0,0,21,18,6,biz,1
3392,mgvkbhnwwicest.ru,0,0,0,23,17,6,ru,1
3393,mfvqqsyjhyhgqw.org,0,0,0,6,18,6,org,1
3394,njqcnxlethyoqv.co.uk,0,0,0,29,20,11,uk,1
3395,nagsqjepurspqq.info,0,0,0,38,19,6,info,1
3396,oebenoqkhakxhg.com,0,0,0,55,18,6,com,1
3397,uqmeyvnqwtnayt.net,0,0,0,31,18,6,net,1
3398,ighirehwsjwixx.biz,0,0,0,42,18,6,biz,1
3399,wiwhemsdighfwa.ru,0,0,0,45,17,6,ru,1
3400,kxrlwumjevqnfn.org,0,0,0,21,18,6,org,1
3401,worxldqehlvtgp.co.uk,0,0,0,29,20,11,uk,1
3402,kemcelkkdbfcfm.info,0,0,0,29,19,6,info,1
3403,ygcbqtvqsxpywd.com,0,0,0,6,18,6,com,1
3404,mvwfjcpwonyhfj.net,0,0,0,13,18,6,net,1
3405,ylwhskutodppki.biz,0,0,0,31,18,6,biz,1
3406,aprspsqukqvcby.ru,0,0,0,23,17,6,ru,1
3407,bdhkxbagapjuia.org,0,0,0,55,18,6,org,1
3408,chcvujvhvdphid.co.uk,0,0,0,29,20,11,uk,1
3409,bjcbfrxhyuxjgx.info,0,0,0,20,19,6,info,1
3410,cnwmcatiuievwh.com,0,0,0,55,18,6,com,1
3411,dbmekidtkhroww.net,0,0,0,31,18,6,net,1
3412,efhphqyuguxbws.biz,0,0,0,31,18,6,biz,1
3413,yqxihrxqvgfxld.ru,0,0,0,14,17,6,ru,1
3414,meykgwitfvektp.org,0,0,0,31,18,6,org,1
3415,alikhckddolylf.co.uk,0,0,0,38,20,11,uk,1
3416,nyjmghugmeklkf.info,0,0,0,29,19,6,info,1
3417,didemmpswnoaas.com,0,0,0,55,18,6,com,1
3418,qveglravgdnmim.net,0,0,0,31,18,6,net,1
3419,edngmwcfevubhn.biz,0,0,0,31,18,6,biz,1
3420,rqoilcminltngu.ru,0,0,0,45,17,6,ru,1
3421,hxirigbjvajkil.org,0,0,0,42,18,6,org,1
3422,iajfylnefshoik.co.uk,0,0,0,64,20,11,uk,1
3423,isstiqnvdipliy.info,0,0,0,50,19,6,info,1
3424,juthyvaqmbnpyo.com,0,0,0,31,18,6,com,1
3425,lpnnnbslwhsmih.net,0,0,0,13,18,6,net,1
3426,mrobegfggaqqin.biz,0,0,0,42,18,6,biz,1
3427,mkxpnlfxepynpn.ru,0,0,0,14,17,6,ru,1
3428,nmydeqrsniwrgk.org,0,0,0,21,18,6,org,1
3429,nuesvqwatwswns.co.uk,0,0,0,38,20,11,uk,1
3430,bifuuyqgagcbmp.info,0,0,0,50,19,6,info,1
3431,pmovbbjyyurket.com,0,0,0,31,18,6,com,1
3432,dapxajdffeboma.net,0,0,0,55,18,6,net,1
3433,rmjoblocuecycf.biz,0,0,0,42,18,6,biz,1
3434,fakqatiibnldbj.ru,0,0,0,45,17,6,ru,1
3435,tetrgvbbacbmaf.org,0,0,0,31,18,6,org,1
3436,hrutfeuhglkqis.co.uk,0,0,0,50,20,11,uk,1
3437,vcocwfaetqhbnn.info,0,0,0,38,19,6,info,1
3438,weppnnvfadunew.com,0,0,0,42,18,6,com,1
3439,xtyfcpmdyogoea.net,0,0,0,42,18,6,net,1
3440,yvassxiefbtbev.biz,0,0,0,42,18,6,biz,1
3441,attxcarguxqdng.ru,0,0,0,33,17,6,ru,1
3442,bvulsinhbkepew.org,0,0,0,42,18,6,org,1
3443,clebhkefavpqlr.co.uk,0,0,0,38,20,11,uk,1
3444,dnfoxsaggiddlu.info,0,0,0,50,19,6,info,1
3445,vqxumlyfbqydmw.com,0,0,0,13,18,6,com,1
3446,jeywlqjikgxpuj.net,0,0,0,31,18,6,net,1
3447,wliwmcelojkmte.biz,0,0,0,42,18,6,biz,1
3448,kyjylhooxyjyse.ru,0,0,0,33,17,6,ru,1
3449,xodoygogxlxxio.org,0,0,0,55,18,6,org,1
3450,lceqxlyjhbwkqi.co.uk,0,0,0,29,20,11,uk,1
3451,yjnqywtmlejhiw.info,0,0,0,29,19,6,info,1
3452,mwosxceputithe.com,0,0,0,55,18,6,com,1
3453,exienacxbkdpjl.net,0,0,0,42,18,6,net,1
3454,fajrefoskdbtjk.biz,0,0,0,31,18,6,biz,1
3455,fssgnqheodoyqe.ru,0,0,0,45,17,6,ru,1
3456,guttevtyxvmdht.org,0,0,0,21,18,6,org,1
3457,gvnxauryxfckqw.co.uk,0,0,0,29,20,11,uk,1
3458,hxolqaethxaoqd.info,0,0,0,64,19,6,info,1
3459,hqxaalwflxntqq.com,0,0,0,21,18,6,com,1
3460,isynqqjauqlxhn.net,0,0,0,31,18,6,net,1
3461,kuefbkxryfrmyb.biz,0,0,0,21,18,6,biz,1
3462,xifhasrxfobqxx.ru,0,0,0,33,17,6,ru,1
3463,mmoigbdekrlrwh.org,0,0,0,31,18,6,org,1
3464,aapkfjwkqbuvfn.co.uk,0,0,0,38,20,11,uk,1
3465,msjynfnsvaqhup.info,0,0,0,29,19,6,info,1
3466,agkbmnhycjaltt.com,0,0,0,21,18,6,com,1
3467,oktcsvsfhmkmld.net,0,0,0,13,18,6,net,1
3468,cxueremlnvtqtq.biz,0,0,0,31,18,6,biz,1
3469,scoocybvyygqyc.ru,0,0,0,23,17,6,ru,1
3470,tepcshwwfltdpl.org,0,0,0,13,18,6,org,1
3471,utyrhpgiklavwt.co.uk,0,0,0,38,20,11,uk,1
3472,vvafxxcjqxniwp.info,0,0,0,29,19,6,info,1
3473,uatiotqwvtflgk.com,0,0,0,42,18,6,com,1
3474,vcuvfcmxcgsxwb.net,0,0,0,13,18,6,net,1
3475,wreltkvjhgyqwj.biz,0,0,0,13,18,6,biz,1
3476,xtfyksrknsmdwm.ru,0,0,0,7,17,6,ru,1
3477,bwpxpqsygnbljvy.org,0,0,0,6,19,6,org,1
3478,omkaovdnwchhrbd.co.uk,0,0,0,36,21,11,uk,1
3479,cvnedbfoypucjgc.info,0,0,0,36,20,5,info,1
3480,pligcgpdpebxico.com,0,0,0,38,19,6,com,1
3481,fgtdtxtaiwlgjpg.net,0,0,0,20,19,6,net,1
3482,svofsdeoylrcrng.biz,0,0,0,29,19,6,biz,1
3483,gfrjhigpbyfwqya.ru,0,0,0,21,18,6,ru,1
3484,tumlgnqernlspni.org,0,0,0,29,19,6,org,1
3485,frabjgsodqghucy.co.uk,0,0,0,36,21,11,uk,1
3486,gvukmlfxttduuwl.info,0,0,0,36,20,5,info,1
3487,gqxhwqfevsaxubk.com,0,0,0,29,19,6,com,1
3488,husqavrnmvwlljo.net,0,0,0,29,19,6,net,1
3489,jbegnntpfaqcjcy.biz,0,0,0,20,19,6,biz,1
3490,kfypqsgyvdnpjph.ru,0,0,0,6,18,6,ru,1
3491,kacmbxgfxcksqab.org,0,0,0,20,19,6,org,1
3492,lewvedsoofhghbb.co.uk,0,0,0,46,21,11,uk,1
3493,hqtdkaltlsdacdd.info,0,0,0,27,20,5,info,1
3494,ugofjifodntnbsg.com,0,0,0,38,19,6,com,1
3495,jmrtbkxpckeussw.net,0,0,0,20,19,6,net,1
3496,wcmvasrktfuibui.biz,0,0,0,50,19,6,biz,1
3497,laxiohmuncnucab.ru,0,0,0,70,18,6,ru,1
3498,ypsknpgpfweibia.org,0,0,0,38,19,6,org,1
3499,nvvyfryqetopaie.co.uk,0,0,0,58,21,11,uk,1
3500,blqbeaslvofdidl.info,0,0,0,46,20,5,info,1
3501,llegeplxivsnkwp.com,0,0,0,29,19,6,com,1
3502,mpyphxhkaffjbcb.net,0,0,0,12,19,6,net,1
3503,nhcwuaxtyntibbr.biz,0,0,0,29,19,6,biz,1
3504,olwgxitgqwgebpu.ru,0,0,0,42,18,6,ru,1
3505,puiliwmykfdiyag.org,0,0,0,50,19,6,org,1
3506,qydulfilcopepxn.co.uk,0,0,0,46,21,11,uk,1
3507,rqgcyhyubwedwwr.info,0,0,0,27,20,5,info,1
3508,sublcpuhsgqyweq.com,0,0,0,29,19,6,com,1
3509,ogrgbjbbirwnadr.net,0,0,0,29,19,6,net,1
3510,cvmiaolpygdjiiv.biz,0,0,0,50,19,6,biz,1
3511,pfpmoageyfvmhss.ru,0,0,0,31,18,6,ru,1
3512,dukonfqsptcigof.org,0,0,0,38,19,6,org,1
3513,qvvqoqeogacphyr.co.uk,0,0,0,46,21,11,uk,1
3514,elqsnvodwoilpwr.info,0,0,0,46,20,5,info,1
3515,rutwchjrwnbohvj.com,0,0,0,20,19,6,com,1
3516,fkoybmtgnchkgkr.net,0,0,0,12,19,6,net,1
3517,sbcjuybqfucjlpk.biz,0,0,0,20,19,6,biz,1
3518,tfwsxenavxywlkw.ru,0,0,0,21,18,6,ru,1
3519,taapipgtvibistt.org,0,0,0,50,19,6,org,1
3520,ueuylusdmlxvjcx.co.uk,0,0,0,46,21,11,uk,1
3521,uqgtigeeddhlhfr.info,0,0,0,46,20,5,info,1
3522,vubdllqntgeyhsa.com,0,0,0,29,19,6,com,1
3523,vpeavwjhtqgkhqr.net,0,0,0,20,19,6,net,1
3524,wtyjycvqktdxxrr.biz,0,0,0,6,19,6,biz,1
3525,uavlvstsnueiivq.ru,0,0,0,70,18,6,ru,1
3526,ipqnubnnfpuvhlt.org,0,0,0,29,19,6,org,1
3527,wvtcmjyiccaugqi.co.uk,0,0,0,46,21,11,uk,1
3528,kloelrsdtwqiost.info,0,0,0,46,20,5,info,1
3529,wpavjawgldjkpuh.com,0,0,0,29,19,6,com,1
3530,kfuxiiqbdxaxodg.net,0,0,0,50,19,6,net,1
3531,ylxmaqcvakfwgqi.biz,0,0,0,29,19,6,biz,1
3532,mbsoyyvqrfvkolp.ru,0,0,0,21,18,6,ru,1
3533,yugopitwkxtvqvv.org,0,0,0,29,19,6,org,1
3534,aybxsqpjchgrhbh.co.uk,0,0,0,19,21,11,uk,1
3535,bqefgyymyfpiofv.info,0,0,0,36,20,5,info,1
3536,cuyojhuyqoceoty.com,0,0,0,64,19,6,com,1
3537,bkkydpwkigyxmot.net,0,0,0,20,19,6,net,1
3538,cofigxswapltdmb.biz,0,0,0,29,19,6,biz,1
3539,dgiptgcawnukdyd.ru,0,0,0,31,18,6,ru,1
3540,ekdywoxmowhgdgc.org,0,0,0,29,19,6,org,1
3541,qbhyrfwsbuxlwqx.co.uk,0,0,0,19,21,11,uk,1
3542,eoiywkhhofcdfox.info,0,0,0,58,20,5,info,1
3543,rafffpjitwrcwbb.com,0,0,0,20,19,6,com,1
3544,fngfkutwhhvtvpj.net,0,0,0,12,19,6,net,1
3545,uklevaournpfldb.biz,0,0,0,50,19,6,biz,1
3546,ixmebfyjfxtwtif.ru,0,0,0,31,18,6,ru,1
3547,vjjkjkbkkpjvsmu.org,0,0,0,12,19,6,org,1
3548,jwkkoplyxannrih.co.uk,0,0,0,36,21,11,uk,1
3549,yirisubkgynvwkm.info,0,0,0,36,20,5,info,1
3550,akstpanttvtjwxu.com,0,0,0,29,19,6,com,1
3551,ahpogfnaybhmwjx.net,0,0,0,29,19,6,net,1
3552,bjqadkajmxnankx.biz,0,0,0,29,19,6,biz,1
3553,drvnwpsmwrfpwdi.ru,0,0,0,13,18,6,ru,1
3554,etwytufvkoldwxu.org,0,0,0,38,19,6,org,1
3555,eqttkafcptygebk.co.uk,0,0,0,36,21,11,uk,1
3556,fsufhfrldqftujo.info,0,0,0,36,20,5,info,1
3557,wulemopnmsmxplb.com,0,0,0,29,19,6,com,1
3558,kimerwjioxclota.net,0,0,0,64,19,6,net,1
3559,yqjudycjdknsgbu.biz,0,0,0,20,19,6,biz,1
3560,mekuihvefpdgovc.ru,0,0,0,55,18,6,ru,1
3561,bepjqjhpdlerebu.org,0,0,0,38,19,6,org,1
3562,orqjvrbkfqtfdqx.co.uk,0,0,0,19,21,11,uk,1
3563,danahttltdfmcjx.info,0,0,0,27,20,5,info,1
3564,qnoamcngviuaklj.com,0,0,0,50,19,6,com,1
3565,fcvnnettrwnemry.net,0,0,0,20,19,6,net,1
3566,gewykmpgtoivdpg.biz,0,0,0,29,19,6,biz,1
3567,hxteeogpiooydvb.ru,0,0,0,70,18,6,ru,1
3568,iaupbwcckgjqdda.org,0,0,0,38,19,6,org,1
3569,jlasrylvipfxmnl.co.uk,0,0,0,27,21,11,uk,1
3570,knbeohhikhapdsw.info,0,0,0,46,20,5,info,1
3571,lhxjijxryhgskkw.com,0,0,0,12,19,6,com,1
3572,mjyufrtebybkkya.net,0,0,0,29,19,6,net,1
3573,ekjhdxhoddbiibo.biz,0,0,0,50,19,6,biz,1
3574,rxkhidrdqnfaqyo.ru,0,0,0,31,18,6,ru,1
3575,fjhnqomrtqahpqp.org,0,0,0,20,19,6,org,1
3576,swinvtwghbeyofx.co.uk,0,0,0,36,21,11,uk,1
3577,ganrqswppmylepk.info,0,0,0,27,20,5,info,1
3578,tnorvxhedwddmuo.com,0,0,0,38,19,6,com,1
3579,hylxejcsgaxkemc.net,0,0,0,29,19,6,net,1
3580,ummxjomhtkccdio.biz,0,0,0,38,19,6,biz,1
3581,mrtqenlgihqsibv.ru,0,0,0,31,18,6,ru,1
3582,ntucbsxpvewgioe.org,0,0,0,50,19,6,org,1
3583,nqrwreqjyuprpff.co.uk,0,0,0,27,21,11,uk,1
3584,ossiojdsmrvfggf.info,0,0,0,36,20,5,info,1
3585,ohxbribhuqovpjy.com,0,0,0,38,19,6,com,1
3586,pjymonnqinujpel.net,0,0,0,38,19,6,net,1
3587,pgvhfygklenupuy.biz,0,0,0,29,19,6,biz,1
3588,qiwscestybtigdd.ru,0,0,0,31,18,6,ru,1
3589,kenmxhagoyubqhm.org,0,0,0,38,19,6,org,1
3590,xromdptbqekoppl.co.uk,0,0,0,36,21,11,uk,1
3591,maldoxfvdgqnoce.info,0,0,0,46,20,5,info,1
3592,anmdtgyqflgbwwl.com,0,0,0,12,19,6,com,1
3593,mtrwlcphbisemyy.net,0,0,0,20,19,6,net,1
3594,ahswqkjcdnirloc.biz,0,0,0,29,19,6,biz,1
3595,oppncsuwppoqdua.ru,0,0,0,55,18,6,ru,1
3596,cdqnhborrueelwl.org,0,0,0,38,19,6,org,1
3597,slxvywemtdvhntd.co.uk,0,0,0,19,21,11,uk,1
3598,tnyhvfayvuqyerk.info,0,0,0,36,20,5,info,1
3599,uhvmpnjcikrtldd.com,0,0,0,20,19,6,com,1
3600,vjwxmvfokcmllkc.net,0,0,0,12,19,6,net,1
3601,ubcgmrtngmtkufw.biz,0,0,0,20,19,6,biz,1
3602,vddrjapaieoclki.ru,0,0,0,70,18,6,ru,1
3603,wwawdiydutpwlpg.org,0,0,0,29,19,6,org,1
3604,xybiaqupwlkolej.co.uk,0,0,0,58,21,11,uk,1
3605,uihbvblnosesfgr.info,0,0,0,46,20,5,info,1
3606,ixcfogvqbdcfnae.com,0,0,0,38,19,6,com,1
3607,vdryilxdnqvbffd.net,0,0,0,12,19,6,net,1
3608,jsmdbqigabtnemh.biz,0,0,0,29,19,6,biz,1
3609,yrlgaimoqconfay.ru,0,0,0,55,18,6,ru,1
3610,mhgksnwrdmmanmh.org,0,0,0,12,19,6,org,1
3611,amvemsyepagvmxb.co.uk,0,0,0,46,21,11,uk,1
3612,ncqifxjhckeilxb.info,0,0,0,36,20,5,info,1
3613,ydreppsfgcumnbx.com,0,0,0,20,19,6,com,1
3614,ahmpmufaskmunhc.net,0,0,0,38,19,6,net,1
3615,axcccafufamunlb.biz,0,0,0,50,19,6,biz,1
3616,bcwnyfrpriedein.ru,0,0,0,42,18,6,ru,1
3617,dmvjtwtgilfhcbx.org,0,0,0,12,19,6,org,1
3618,eqquqcgbutwpcax.co.uk,0,0,0,46,21,11,uk,1
3619,ehghghgvhjwpjkr.info,0,0,0,19,20,5,info,1
3620,flbsdmsqtroxaaa.com,0,0,0,38,19,6,com,1
3621,jmnlkcvyyadvssc.net,0,0,0,12,19,6,net,1
3622,wcipdkpfupmerwn.biz,0,0,0,29,19,6,biz,1
3623,lexkcmiuvkpyjwe.ru,0,0,0,42,18,6,ru,1
3624,ytsouucbrayhrkh.org,0,0,0,38,19,6,org,1
3625,nvrqojwabjnqspa.co.uk,0,0,0,36,21,11,uk,1
3626,blmuhrqgwywyrmh.info,0,0,0,19,20,5,info,1
3627,pncpgtjvxtatqml.com,0,0,0,12,19,6,com,1
3628,ddwtycdctjjcysk.net,0,0,0,6,19,6,net,1
3629,nhxoeqdcqjfleby.biz,0,0,0,29,19,6,biz,1
3630,olsabyydmwlxurc.ru,0,0,0,31,18,6,ru,1
3631,pyinvbpxntrouqs.org,0,0,0,29,19,6,org,1
3632,qddysjlyjhxbute.co.uk,0,0,0,27,21,11,uk,1
3633,rqctixedsspgsep.info,0,0,0,36,20,5,info,1
3634,suwffgaeogvsjno.com,0,0,0,50,19,6,com,1
3635,timsaiqypdcjqms.net,0,0,0,29,19,6,net,1
3636,umhewqmalqivqia.biz,0,0,0,64,19,6,biz,1
3637,irjjhttpejbqvmc.ru,0,0,0,21,18,6,ru,1
3638,vhenayesqtydego.org,0,0,0,50,19,6,org,1
3639,jmthtkysatvpdql.co.uk,0,0,0,19,21,11,uk,1
3640,wcolmpjvmetccxp.info,0,0,0,27,20,5,info,1
3641,khntubwdcrgsdic.com,0,0,0,20,19,6,com,1
3642,xwixnghgocefluk.net,0,0,0,38,19,6,net,1
3643,lcxrhrcgxcbrdtc.biz,0,0,0,6,19,6,biz,1
3644,yrsvawmjkmyectc.ru,0,0,0,21,18,6,ru,1
3645,mmtmbibhvsrkenb.org,0,0,0,20,19,6,org,1
3646,nqoxxnncibjsetf.co.uk,0,0,0,36,21,11,uk,1
3647,nheknygkrdmjldc.info,0,0,0,19,20,5,info,1
3648,olyvkesfelercao.com,0,0,0,64,19,6,com,1
3649,ocxwopeutbwmadi.net,0,0,0,64,19,6,net,1
3650,pgsiluqpgjouaci.biz,0,0,0,64,19,6,biz,1
3651,pwiubgjxplrlaaa.ru,0,0,0,55,18,6,ru,1
3652,qbdgxlvsctjtqpi.org,0,0,0,12,19,6,org,1
3653,wvptvuexosdiymj.co.uk,0,0,0,46,21,11,uk,1
3654,klkxodxekimqxqu.info,0,0,0,46,20,5,info,1
3655,ynasnljnilmuwvj.com,0,0,0,29,19,6,com,1
3656,mduwgtdtebvdfjm.net,0,0,0,20,19,6,net,1
3657,yltejchlmbikgla.biz,0,0,0,29,19,6,biz,1
3658,mboickbriqrsfih.ru,0,0,0,42,18,6,ru,1
3659,bdedbsmbgtrwwvj.org,0,0,0,12,19,6,org,1
3660,osyhtbghcjbffci.co.uk,0,0,0,27,21,11,uk,1
3661,bqawpjlbgcfxkby.info,0,0,0,19,20,5,info,1
3662,cuuimrhccplkbrc.com,0,0,0,29,19,6,com,1
3663,dikvhaqqauokivq.net,0,0,0,64,19,6,net,1
3664,emfheimrviuwiyc.biz,0,0,0,64,19,6,biz,1
3665,dgehdqooekkagtw.ru,0,0,0,55,18,6,ru,1
3666,ekysaykpaxqmwdv.org,0,0,0,29,19,6,org,1
3667,fxoguhtexdtmwpx.co.uk,0,0,0,36,21,11,uk,1
3668,gcjrrppftqaywlf.info,0,0,0,19,20,5,info,1
3669,kmycxptujimikyu.com,0,0,0,38,19,6,com,1
3670,xaaewuexsxlusld.net,0,0,0,64,19,6,net,1
3671,lhjakagkigeqkxg.biz,0,0,0,38,19,6,biz,1
3672,yukcjfqnrvddjxg.ru,0,0,0,13,18,6,ru,1
3673,ovdhcklwabecylx.org,0,0,0,29,19,6,org,1
3674,cjejbpvajqdohfk.co.uk,0,0,0,36,21,11,uk,1
3675,pqnfouxmyyvkgja.info,0,0,0,36,20,5,info,1
3676,deohnaipiouwfqe.com,0,0,0,100,19,6,com,1
3677,stjlyewnjcquhhp.net,0,0,0,20,19,6,net,1
3678,tvkypjjisuoyhgp.biz,0,0,0,29,19,6,biz,1
3679,totjlojdiaidhrs.ru,0,0,0,55,18,6,ru,1
3680,uquwctvxrsghxhb.org,0,0,0,20,19,6,org,1
3681,wdnqdyopauiohal.co.uk,0,0,0,73,21,11,uk,1
3682,xfoetebkjngshgp.info,0,0,0,36,20,5,info,1
3683,xxxopjbfysawojf.com,0,0,0,29,19,6,com,1
3684,yaycgonailxbfgr.net,0,0,0,38,19,6,net,1
3685,yqfmmqegaiynxyl.biz,0,0,0,29,19,6,biz,1
3686,megolyxmgrirwvs.ru,0,0,0,31,18,6,ru,1
3687,biplebqcwslqodn.org,0,0,0,29,19,6,org,1
3688,ovqndjkidcuuwjm.co.uk,0,0,0,46,21,11,uk,1
