domain,VT_scan,isNXDomain,perNumChars,VtoC,lenDomain,SymToChar,TLD,class
fd5c1670329fc8963d423d61e4172af2.org,0,0,61,30,36,8,org,1
fd5c1670329fc8963d423d61e4172af2.co.cc,0,0,58,27,38,14,cc,1
0e47c8eaa675c477f4bf7d1a800d5444.org,0,0,56,67,36,7,org,1
0e47c8eaa675c477f4bf7d1a800d5444.co.cc,0,0,53,60,38,12,cc,1
22dcb0cbabd8bbfaf12ca6be547544b2.co.cc,0,0,37,29,38,9,cc,1
c0eb9ac922a01f4bd66a6ee6dbf76f95.org,0,0,44,58,36,5,org,1
c0eb9ac922a01f4bd66a6ee6dbf76f95.co.cc,0,0,42,54,38,10,cc,1
e72a0068ee1ff7b2d8c23f6a971309d3.org,0,0,56,67,36,7,org,1
1816a611f2a10a557fce948d50bb24d3.org,0,0,58,56,36,7,org,1
1816a611f2a10a557fce948d50bb24d3.co.cc,0,0,55,50,38,13,cc,1
8f21098421bc7352e31b9767c059cbdc.org,0,0,61,18,36,8,org,1
8f21098421bc7352e31b9767c059cbdc.co.cc,0,0,58,17,38,14,cc,1
d08b5ac6fdeffb3b79a9fadffe3c1985.co.cc,0,0,34,35,38,9,cc,1
